,id,description,location
52778,707324498337472512,"Consultant Vascular Surgeon, LTHT\nViews are my own","Leeds, England"
52786,1686875179,Vascular & Endovascular Surgeon - South Manchester University Hospital - MFT.,"Manchester, England"
52796,140954279,"Consultant Vascular Surgeon - Nottingham University Hopsitals, Husband, Father, Football and General Fitness Fan!","Leicester, England"
52799,824381885581246478,"Consultant Hepatobiliary and Pancreatic Surgeon, Manchester Royal Infirmary, University of Manchester.\nThe BMI Hospitals\nEJSO Associate Editor","Manchester, England"
52904,998613319396282368,Consultant Endovascular Surgeon,"Cheltenham, England"
52943,931631185414979585,Consultant Vascular Surgeon\nHonorary Clinical Associate Professor,"Leeds, UK"
52955,1137420620373942273,"Consultant Urological Surgeon and Regional Andrologist | Northern Ireland @WesternHSCTrust | Interested in Penile Cancer, Andrology, ED and Male Infertility","Londonderry, Northern Ireland"
52976,67875353,Vascular Surgeon,"Southampton, England"
53020,1143813071439351808,Consultant Podiatric Surgeon FRCPodS @NottsHealthcare • Affiliated Lecturer @HuddersfieldUni,United Kingdom
53030,2814532514,"Vascular & Endovascular Surgeon, VERN co-founder, Exec committee member @VascResearchNet, husband and most importantly Dad of 3...","Leicester, England"
53088,21292060,"Strategy, comms, digital, UX design, NHS, healthcare and innovation. @HealthInnovMcr @GMDigitalHC #NHSInnovCollab","Ramsbottom, England"
53146,116873074,"Consultant Vascular and Endovascular Surgeon | Senior Lecturer | St George’s Vascular Institute | St George's, University of London",London
53198,1620112368,"Dad, Husband, Family Member, Friend, Deputy Medical Director & Consultant Vascular Surgeon @CHFTNHS, Trustee @TCA_Foundation, Chair @CircFoundation","Yorkshire, UK"
53204,1062490236595462145,Consultant Vascular Surgeon,"Liverpool, England"
53276,2446458305,"Consultant Podiatric Surgeon, working in the NHS and Private Practice, who is highly experienced & well respected with clinics in London and Woking Nuffield.",London-IPH; Woking-Nuffield  
53347,22671157,Tweets from an overworked NHS Vascular & Endovascular Surgeon at the frontline. Views are ENTIRELY my own.,United Kingdom
53349,1095603116391784448,"FRCPodS ....Podiatrist, Podiatric Surgeon and HEE project officer for RCoP. Wife to Damon, Mum of 2💗💙 views my own","Rawtenstall, England"
53362,1086230743460782083,"Mr Ewan Kannegieter, Consultant Podiatric Surgeon treating feet in Chelmsford, Essex and Harley Street, London","Chelmsford, England"
53434,41546841,"Reader: MSK health, RMDs, foot and ankle biomechanics, rehabilitation","Glasgow, Scotland"
53497,95488203,"Consultant Podiatric Surgeon. Foot surgery, sports injuries, biomechanics, diabetic foot complications. Lecturer. Past Dean of the Faculty of Podiatric Surgery.",London
53537,1100502672132763649,"Helen Milnes, Consultant Podiatric Surgeon, University Hospitals Birmingham, Spire Little Aston & Rowley Hall Hospitals","West Midlands, England"
53556,111170473,"🇵🇹🇬🇧 Portuguese, living in the UK 👨🏻‍⚕️ 👣🦵🏻🏃🏻‍♂️ Extended Scope Podiatrist 🦶🏻🔩 🦴 😷 Aspiring Podiatric Surgeon 🏥 Henley-on-Thames","Henley-on-Thames, England"
53578,897194535075409921,"Consultant Podiatric Surgeon. From Belfast, now in London. NHS base @ Homerton Hospital. Privately @ No9 Harley St. Interested in most things feet. Views my own","London, England"
53581,1156150340250669058,"Vascular Surgeon and Specialist in minimally invasive treatment of Varicose Veins based in Truro, Cornwall","South West, England"
53597,2534531050,"Consultant ENT / Head & Neck Surgeon (Surgical Oncology) University Hospitals Birmingham & Honorary Clinical Senior Lecturer, Imperial College London","Birmingham, England"
53600,116255964,"Consultant General and Trauma Surgeon at the Royal London, mother, figurative juggler. ASGBI Trauma Lead",London
53609,1135314726815244289,Hunterian Professor (RCSEng) 2022-3 Consultant Orthopaedic Foot & Ankle Surgeon Specialising in Complex & Sports Surgery & Diabetic Limb Salvage Reconstruction,London
53650,1116199122,🇬🇧 Consultant Podiatric Surgeon & Governance Director.,London
53686,200616568,Consultant General Surgeon @MFTnhs,"Manchester, England"
53718,65427789,Consultant Vascular Surgeon @MVCcmft @MFTnhs 🔪\nMade in Blackburn 🐝 \nLegacy fan @Rovers 🌹,"Chorlton, Manchester, UK"
53734,30041356,Consultant Vascular Surgeon in Edinburgh | Fixing arteries and veins | Tottenham Hotspur supporter,"Edinburgh, Scotland"
53925,38818451,Surgeon. Operation Hernia. Global Surgery. Rwanda Legacy of Hope. Known God’s forgiveness.,"Plymouth, England"
54001,3042574169,Consultant & General Surgeon | Laparoscopic | Bariatric | Upper GI | BSc | MB ChB | MRCS(Eng) | MD | FRCS(Gen Surg) | AUGIS NHSR Lead,"Torbay, UK"
54157,566585575,Consultant Colorectal Surgeon,London
54400,1161952168112508928,Specialist Hernia Surgeons treating all aspects of hernia surgery from routine hernias to complex abdominal reconstructions and mesh removal #chronicpain,"Manchester, England"
54405,748564358859460608,Bariatric/Upper GI Consultant Surgeon; AUGIS S Thames Regional Rep; Regional Surgical Advisor RCS Edinburgh,"London, England"
54492,1693761452,"Prof Mike Parker - ret'd Lap Colorectal Surgeon, Ex Council Member RCS Eng, Director Sirius Genesis Ltd., pilot & Blues/Rock 'n Roll keyboard player. Own views.","Kent, UK"
54751,60653075,"Bariatric & Upper GI Consultant Surgeon, London; AUGIS council member; Regional Surgical Advisor RCS Edinburgh; Member IFSO-EC MNAG; MBA student Ashridge","London, England"
54790,849667407828455424,"Consultant Colorectal and General Surgeon, proud mummy and avid embracer of my new coastal lifestyle. All views expressed are entirely my own.","Bournemouth, England"
54797,2446025090,The Junior Trainee Group of the British Association of Oral & Maxillofacial Surgeons. \n\n#fortraineesbytrainees. \nWe represent anyone with an interest in OMFS.,United Kingdom
54838,738765182709665792,"Consultant General Surgeon. Special Interest - Bariatric, weight-loss surgery - gastric sleeve, bypass and bands. Anti-reflux procedures eg. STRETTA and LINX.","St George's Hospital, London"
54863,20228651,"Oesophagogastric & Bariatric Surgeon, UK, Worcester via Norfolk. PI Sunflower 🌻. AUGIS Council. Family, Labradors. Retweets = interest only @TCOGC @Augishealth","Worcester, England"
54869,3386906733,Consultant Robotic Colorectal  Surgeon,"London, England"
54924,54486086,"Gooner, runner, husband, parent, XR supporter, trainee kite-surfer. MD of Socially Bright. Views are mine, although not necessarily exclusively.",London
54991,1362068932568481792,Medical Student & aspiring Surgeon | MSc Forensic Science | BSc (Hons) Paramedic Science | Firefighter | Radio Presenter LCRFM 103.6 LIVE Thursdays from 6pm,"York, England"
55061,232609977,"Veterinary Surgeon based in Dorset. Mountain enthusiast, whether by bike or board.","Weymouth, England"
55261,179049482,"We are the Dental Defence Union, @the_MDU's dental division. We offer members guidance, personal support & robust defence. Services range from indemnity to CPD.",UK
55269,3253980634,"Consultant Paediatrician, College Tutor, special interest in Oncology, education and training. Once said to be “ridiculously fun to work with”...! 🏳️‍🌈","Winchester, England"
55322,1443330546403262465,Father | OMFS Surgeon | Doctor | Dentist | Anatomist | Commando | Author,"Surrey, England"
55342,1019321857290506241,"Consultant Maxillofacial/ Head & Neck Reconstructive Surgeon @UHSFT. Associate Editor https://t.co/xyca6kBfAm MBBS @unibirmingham BDS @UniofAdelaide FHEA, FRCS @rcsnews",England; Burtibang; Kathmandu
55436,1357330902121132032,"Dean of the Faculty of Dental Surgery Royal College of Surgeons of England. \nConsultant in Restorative Dentistry, Eastman Dental Hospital & Dawood & Tanner",London
55457,1170445552263290881,"Consultant Oral & Maxillofacial/Head & Neck Surgeon at Oxford University Hospitals, RBH NHSFT, Assistant secretary EACMFS, IAOO Council, Evolving E-Learning","Oxford, England"
55548,1263184612592926721,Consultant #Maxillofacial Surgeon @uhbtrust / @unibirmingham with interests in #TMJ and skin cancer @SpireParkway @WestbourneCent @ThePrioryHosp @hssh_health,"Birmingham and London, UK"
55674,169447992,Helping to rid the world of pericoronitis | NHS Specialist Oral Surgeon & AS OMFS | STAC Sedation Mentor | Sedation Course @cotswoldsedate | 💙💙,"Gloucestershire, UK"
55676,1148664605503307778,"Vice President of the British Association of Oral and Maxillofacial Surgeons, OMFS  at Oxford and proud Mummy! love to laugh, will express my own views.... !","Oxford, England"
55752,1045018827535396865,Oral Surgeon; Scottish Clinical Leadership Fellow @SCLF_ 2018,"Scotland, United Kingdom"
55771,2868894952,The British Association of Oral Surgeons is at the forefront of advancing the specialty of Oral Surgery. Follow us for updates and information.,UK
55834,1676386538,"Dentist, Doctor, Specialty trainee Oral & Maxillofacial Surgeon @_MTReC_","West Midlands, England"
55861,922029499,"Luis M Bruzual - Consultant Oral Surgeon CENTRAL ENGLAND SPECIALIST REFERRAL CENTRE 11 The Pavilions, Cranmore Dr, Solihull, B90 4SB 0121 478 3770.",United Kingdom
55938,187120669,"Father, Specialist Oral Surgeon, Law,TPD,Lead Dental Practice Advisor for PHW,Sec for BAOS,SAC in Oral Surgery,MFDS Eng Board,HEIW Educationalist. Views my own.","Mold, Wales"
56164,2330437665,"UK freelance SAXOPHONIST, MD at #ReSoul, manage @Grooveontop. Neo-Soul / Jazz / Funk / Gospel",Leeds - London UK
56313,23227206,"🔸Consultant Ortho Knee Surgeon @NHSHomerton @highgatehospit1 @BMILondonInd🔸Sports,Technology, Innovation,Democracy🔸Star Trek,tea & biscuits🔸 https://t.co/HkS8My8R40","London, England"
56324,381194868,Consultant Upper Limb Trauma & Orthopaedic Surgeon & Founder Orthopaedic Specialists & Regenerative Clinic. an@os.clinic https://t.co/zhDLnufD96,The Royal London Hospital
56328,1194549641402093569,"Semi retired Consultant Orthopaedic Foot and Ankle Surgeon, Past President BOFAS, Past President BOA and current President European Foot and Ankle Society","Newcastle-under-Lyme, England"
56498,121558981,Professor @UEL_News| AI |Orthopaedic Surgeon| The Arm Doc| Aim to share some knowledge| FIFA Medical| Com @ISAKOS @bessconference @Orthoglobe,"London, England"
56521,2403123628,Hip and Knee Joint Replacement Specialist Trauma & Orthopaedic Surgeon,"Lancaster, England"
56575,1212499123,"Consultant Surgeon @ Portsmouth, Exeter Hip Fellow, Wessex, OpH12, Cardiff Medics, KGS & NPS alumni","England, United Kingdom"
56586,1219658572851752961,"Long suffering Manchester United fan, Complex Trauma & Limb Reconstrction, soft tissue knee and Revision Arthroplasty Surgeon","London, England"
56594,94813038,Consultant Trauma & Orthopaedic Knee Surgeon. Knee sports l Knee arthroplasty l Trauma,"Birmingham, England"
56627,1236325065853210624,"Consultant Arthroplasty Surgeon, FRCS (Tr & Orth). Specialist in Hip and Knee disorders, joint replacement, Hip resurfacing surgery. Restoring quality of life","West Midlands, England"
56648,3426589347,Orthopedic Surgeon \nطبيب اختصاص- جراحة العظام و الكسور / برشلوني قديم /عراقي و افتخر,United Kingdom
56678,391593700,"Husband, Father, Grandfather, Knee Surgeon, Cyclist, Skier and Woodworker. Carpe Diem. All Tweets own opinions.","Chester, UK"
56835,943811380964143105,Trauma & Orthopaedic Surgeon In Training & Secretary @pottrotation | @bota_uk Secretary | Darzi 11 | Views my own,"London, England"
56844,383246939,"Orthopaedic Surgeon , TPD HEENE, Master Medical Education , Honorary Senior Lecturer, RCS Examiner, Dad, slow marathon runner, rugby player, likes wine.","North East, England"
56850,2585674922,BSc (Hons) MD MSc MRCSEd PGCert(MedEd),London
56882,938190728655761408,Orthopaedic Spinal Surgeon @NorthumbriaNHS @NorthumbriaOrth,"North East, England"
56909,1085658797849358336,"Consultant Orthopaedic Surgeon based in Worcestershire, husband and daddy - not in that order","West Midlands, England"
56916,556051163,"Consultant Hip & Knee Surgeon University College London Hospital \n\nHonorary Associate Professor, University College London\n\nProgram Lead MSc Orthopedics UCL","London, England"
56976,932294734495830016,"Jonathan Phillips, Exeter Consultant Trauma and Orthopaedic Surgeon. Specialist interest in knee surgery. Welsh. https://t.co/L00cHZ0Sjf Views my own","South West, England"
56987,789887850821066752,"Consultant Surgeon Knee/Hip🩺 🦵 Sports👨‍👧‍👦#dadlife @Brentfordfc, @idlesband @WestMidHospital @ChelwestFT @ListerChelsea 🌍Born and bred West London 🎮⚽️🎧","London, England"
57780,1504163713686945802,"Me.. No one special,too much to say but can't resist where a wrong's not right.Tory Deplorer,Defend Absent Fathers Right to have Rights. and for PMDD Sufferers.","West Midlands, England"
59000,958066891620343808,"Science and politics and stuff. Structural biologist @CMDOxford @UniofOxford, working on Alzheimer's. #FBPE #FBPA #GTTO, views own.","Oxford, England"
59381,283060315,Chartered Psychologist &ex ID RN&RM #Loss #HIV #UequalsU #Addictions #EMDR #Relational #trauma #Mindful. #NHS & private. GSD owner. Views personal RT interests.,"London, England"
59859,1404353054879670272,"Leftie, Remainer, Bunny-hugger, Pastafarian, Pink Floyd fan, Somerset Cricket fan\n\nMast: @FSMDog@toot.wales\n\nNo DM's",South Wales
60186,155684364,O&G doctor Oxford deanery. Clinical teaching fellow. Special interests women's health inequality. Rotary Scholar 2008. Wife. Mother. Surgeon,"Oxford, England"
61370,1113468651124985856,"Retired MD of a food distribution business, now studying singing & writing a bit of music. Eurovision fan. @AndrewBrook@mastodonapp.uk","London, England"
61725,878799061,🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺 🇺🇦🌻AMD Fibro. equality. amateur genealogist gedmatch UV6585447,"Wales, United Kingdom"
62736,1105515729066053636,"Welsh, Liverpool FC. Independent Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 Humanist. MD ANT 🥰 YNWA #JF97 ⚽️ I’m on mastodon @FayeSouthall@mas.to 👋 Ted Lasso fan girl ⚽️","Wales, United Kingdom"
62891,2286567210,Activist.🔸Not for-profit trustee. London/Singapore @JBJeyaretnam https://t.co/pKtuKvjNNx. MDO @ChineseLibDems #CisWithTheT,"London, Singapore."
62949,275454299,"Retired MD: May not have gone where I intended to go, but I have ended up where I needed to be #rescuedog, #FBPE 🇪🇺 #FBPPR #StandWithUkraine 🇺🇦 #IFB 🐟","West Country, UK"
64069,564021269,"CEO, MD, Board Director, Business Coach, Chartered Manager, Chartered Surveyor. Now retired & #trekking #bellringing #environmental #radiocaroline",London & South East UK
66010,1211663506996486149,"Paediatric ENT Surgeon, straight talking woman, mother, introvert, realist, feminist, atheist, honorary scouser, admirer of Iceland ( the country not the shop)","Liverpool, England"
66164,417053258,Surgeon @sathnhs | National Clinical Lead for General Surgery @NHSGiRFT |Generation Q Fellow @Healthfdn | ecoworrier #QI #leadership #surgery 🎣 #riverhealth,"Shrewsbury, UK"
66165,40975263,"Consultant Spinal Surgeon at The Robert Jones and Agnes Hunt Orthopaedic Hospital, Oswestry @RJAH_NHS","North West, England"
66190,183581469,Spine Surgeon...,"Chester, England"
66311,1496952422442450945,Consultant Oesophagogastric Surgeon @NNUH,"Norwich, England"
66369,1245293767931965441,"Consultant Laryngologist & ENT Surgeon @UCLH. Interested in restorative voice, swallow and airway surgery","London, England"
66374,1540439994367614982,"Consultant Oeosphagogastric Surgeon. Amateur gardener, musician","Plymouth, England"
66376,2345775297,Consultant Oesophago-Gastric & General Surgeon. @BTHFT. Enthusiastic but bad golfer.,"Yorkshire, England "
66433,1368319479038480385,"HPB Surgeon in Bristol, UK. My views are my own.","South West, England"
66437,584088789,"Consultant UGI & Bariatric Surgeon, University Hospitals Birmingham NHS Foundation Trust. Phoenix Health.","Birmingham, England"
66479,895224798,"Consultant Oesophagogastric Surgeon @UHNM_NHS, Cancer Specialist, Greek and Japanese mixture, father, husband, all views my own","Stoke-on-Trent, England"
66504,1003636891487539202,Core Surgical Trainee in the North East | Aspiring Vascular Surgeon | Website and Comms rep @rouleauxclub | NOSTRA Vice President | HLA Scholar 2018,"Newcastle Upon Tyne, England"
66505,3292699920,"Consultant General & Upper GI Surgeon. Husband. Dad. ERCP enthusiast. Malaysian-Weegie. Likes hernias, CBDe, & Hainanese chicken rice. Views are my own.","Crosshouse, Scotland"
66511,1019140215577997315,Consultant Bariatric and UGI Surgeon @ChelWestFT @WestMidHospital • PhD • MEd • FRCS 🇬🇧🇵🇱🇺🇸,"London, England"
66515,1220760512486694912,MD PhD • ST 8 UGI trainee • pro robotics • pro innovation • husband to #littleapple • father to #mzjforworldpresident • anything Latino •,"Newcastle Upon Tyne, England"
66529,4223724792,"Consultant Bariatric & UGI Surgeon @UHBtrust ;Visiting Prof of Bariatric Surgery @MyBCU ;Medical Director, Healthier Weight, UK ;Associate Editor @TheJBSjournal","Birmingham, United Kingdom"
66548,3133306540,Facial Reconstructive Surgeon| Rebuilding faces | Reanimating patients with facial paralysis | Business and Leadership,United Kingdom
66553,1144338544737038336,"Family Man/NHS Consultant Major Trauma Surgeon @LivHospitals / @NIHRresearch Research Scholar (Inflammation, Pancreatitis, Mitochondria) /Yoga/Creative Writer","Liverpool, England"
66554,132653485,"Upper GI and General Surgeon, Royal Liverpool University Hospital @Livhospitals, Liverpool.","Chester, England"
66561,939995312160169984,"Consultant Hepatopancreatobiliary Surgeon, @CUH_NHS, Fellow @Selwyn1882, Scientist, Hunterian Professor 2017, RSA @RCSEd, @EAHPBA Council. All views my own","Cambridge, England"
66575,1062803806193418240,"Consultant Pancreaticobiliary, Obesity, Laparoscopic and Robotic Surgeon, UHDBTrust. Director of Education - Laparoscopic & Robotic surgery, ALSGBI.","Derby, England"
66583,831246082864775172,"Upper Gastrointestinal and General Surgeon, Lancashire. Interested in Human Factors and Patient Safety, the Outdoors. Chairman of Health Exchange Nepal","North West, England"
66588,144621619,"Paediatrician, medical education advocate, postgraduate training QI enthusiast. Today is a great day to learn something... views my own.","South West, England"
66639,1154823610776870912,Consultant Bariatric &General Surgeon @almanahospitals,"London, England"
66643,1069398563061301249,MD student @stanfordmed intermitting @gates_cambridge PhD  @global_neuro @cambridge_uni,"Cambridge, UK"
66669,559404872,"Simple,humble family man, Caring & compassionate children's Surgeon, Proudly South African & African, Rights of children & disabled, RT doesn't mean endorsement","East London, South Africa"
66672,883715913576583168,Cell biologist and esophageal cancer researcher @uoscares. He/Him. Working with @TimTheSurgeon. Histopathology and imaging nerd. 80% beard. Views=own,"Southampton, England"
66706,261262981,Acting Medical Director at United Lincolnshire Hospitals. Recovering Vascular Surgeon.,"Lincoln,UK"
66746,717235610436706304,"Practical Plastic Surgeon, Stoke Mandeville",United Kingdom
66759,1068613209047867392,"Surgeon in Training. Patients First. No training today, no surgeons tomorrow. @roux_group Education/Training Lead.","Liverpool, England"
66792,790228230,Surgical Oncologist. Microvascular Reconstruction Surgeon. Researcher. Author. #cancerawareness #cancersurgery #mountaineering,India & England
66878,730775455662518272,Consultant Upper GI Surgeon.  Greater Manchester Oesophago-Gastric Service @SalfordRoyalNHS,"Salford, England"
66880,1082289119676502017,Specialist Surgeons covering all gastrointestinal disorders in a collaborative #Team #Gallstones #Hernia #Colon #Pancreas  @SpireManchester @BMITheAlexandra,"Manchester, England"
66883,3695319195,"Upper GI/General Surgeon @RIE_Lothian, Honorary Reader @EdinburghUni. @NHSResearchScot Clinician. @CancerCachexia @caleycachexia #NoTSS Faculty. Opinions my own","Edinburgh, Scotland"
66913,1200133933813436417,Colorectal Surgeon. Chirurgien digestif. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧🇫🇷,"London, England"
66957,708512201116688385,"often confused with the Lion King.. Husband, dad, OMF Surgeon..Associate Medical Director #MedEd @CTMMedEd. cooking & baking 4 family & friends make me 😃","Wales, United Kingdom"
66996,248302453,Consultant Military UGI and Trauma Surgeon|Trauma Care|Major Incident Planning|Senior Lecturer|Views my own,"Edinburgh, Scotland"
67017,730412497547628545,"Consultant Urological Surgeon, Cheltenham, specialising in minimally invasive treatment of urological conditions. My views only.","Cheltenham, England"
67055,2445400125,Consultant Endocrine Surgeon. Training Programme Director for CST in Yorkshire & Humber. Mum and wife. Keen to encourage women into surgical careers.,"Leeds, England"
67068,1072604973169590278,Consultant Oesophagogastric and General Surgeon. Trent OG Unit. Nottingham University Hospitals NHS Trust.,"Derby, England"
67071,39529606,Consultant Trauma Surgeon @KingsCollege 🏥Northern Irish ☘️ Motorsport Medic 🏎️,London
67085,2253056943,Obesity Surgeon @EMBMI & Oesophagogastric Cancer Surgeon @UHDB. On @bariatricBOMSS Council. Tweets=own views,"Derby, UK"
67086,104962608,"Consultant MIS, Obesity, and Upper GI Surgeon, Clinical Lead #EMBMI @UHDBTrust, Hon. Ass. Professor @MedicineUoN #collaboration #research #service_improvement","England, United Kingdom"
67111,1048908196063137799,Dr @LNWH_NHS• @UCLMS Alumni• @RCSnews WinS Forum\nPast President @UCLU_SurgSoc & @PLASTAUK Student Rep\n •Aspiring Plastic Surgeon•Windsurfing &Food 🇫🇷🇩🇪🇮🇹,"London, England"
67113,4684929750,Consultant General & Colorectal Surgeon NHSFV.\nHon. Clinical Assoc. Professor Univ. of Glasgow.\nVice President (Surgical) Royal College Phys. & Surgeons Glasgow,"Scotland, United Kingdom"
67166,244067320,"Consultant Oesophago-Gastric & Bariatric Surgeon @SalfordCO_NHS | Cancer, obesity & metabolic disease, benign disease | Hon Senior Lecturer @UoM_DCS","Manchester, England"
67226,4004922569,Colorectal Surgeon | Post-CCT Lap CR Fellow | @UniofNottingham PhD | @aberdeenuni undergrad | Prior @EMSAN_UK Chair | Dog lover | Views my own,"East Midlands, England"
67275,944302271357169665,Mr Simon M Higgs is a General and Upper Gastrointestinal Surgeon in Gloucestershire - #cotswoldgallstoneclinic #cotswoldrefluxclinic,"Cheltenham, England"
67369,545757102,"Husband, Dad. Consultant Upper GI Surgeon @wearehairmyres DDME @nhslanarkshire APD/HST Simulation Lead @NHS_Education All views are my own.","Jackton, Scotland"
67374,299315596,"Professor of Colorectal Surgical Oncology, Consultant Surgeon, School of Cancer Sciences, University of Glasgow, Glasgow Royal Infirmary @grisurgery","Glasgow, Scotland"
67401,836916166501273603,Surgeon and surfer,United Kingdom
67493,751338007492435968,Mummy & Colorectal Surgeon @ Salford Royal. Likes emergency and trauma. ACPGBI YCOTY 2017. NELA surgical and research lead. All views my own.,"Manchester, England"
67523,251587857,Consultant HPB Surgeon | QMC @nottmhospitals | PhD FRCS | Major Trauma | HPB Head of Service,"Nottingham, England"
67585,4798385854,"Consultant General & Colorectal Surgeon @TorbaySDevonNHS, musician","Stokeinteignhead, Devon, UK"
67610,752644832,Consultant Surgeon at Sunderland Royal Hospital,Great Britain
67623,78689724,"Surgeon, father, gardener. I ❤️ Teamwork science and doctoring. Goal is Great Teams in a Just Culture. Grow stuff 🌱 #meded #patients #cleftcare #teamwork #Yoda","Nottingham, England"
67697,462475599,"Colorectal Cancer, Surgical Oncology, Robotic Surgery, Global Health, Caring Health, Consultant Surgeon @royalmarsdennhs, Medical Director @humanityfirst, UHC","London, UK"
67793,582120290,"Consultant Hepatobiliary Surgeon & Associate Professor @livhospitals | @NIHRResearch Researcher @LivUni, @augishealth @bowelcanceruk Research Lead for CRLM |","Liverpool, England"
67795,1336606537,Cancer Researcher/General Surgeon #Genomics #Cancer #PersonalisedMedicine #EarlyDetection #100KGP @CRUK @Ludwig_Cancer @MagdalenOxford @UniofOxford ViewsOwn.,Oxford/London
67818,65059501,"Bariatric surgeon in Wales. \nDirector in Wales, the Royal College of Surgeons of England.\nAll views expressed are my own.",South Wales
67828,211591593,#ClinicalPsychologist #therapy #EMDR #obesity #WLS #psychology #author. Tweets don't equal advice/RTs not endorsement etc.,"Brighton, UK"
67840,1923853356,Consultant Oesophagogastric & General Surgeon - Chair @RCSEdYF - Sustainability @RCSEd - Involved in Surgery - Interested in Creativity - Inspired by Life,"Liverpool, England"
67917,2445365779,"Consultant Colorectal Surgeon in Oxford • Fulbright Scholar, Columbia• RCS Research Fellow• Dukes’ Club Past Pres • ACPGBI Trainee of the Year • Ironman• Mama","Oxford, England"
67974,1552844658,Professor of Surgical Trials @unibirmingham & Consultant IBD/Colorectal/General Surgeon @uhbtrust. Director @BiSTC1. Chair of @ESCP_studies. Member @WMRC_UK,"Birmingham, UK"
68068,1399668902,A Scottish Surgical Research Collaborative. Scottish Surgeons and friends - Get involved.,Scotland
68073,433163600,Retired Consultant Orthopaedic Surgeon,"Stirling, Scotland"
68093,459084620,Trauma and Vascular Surgeon @ Royal London Hospital,"London, East Sussex and CT "
68095,1265493883,Consultant Orthopaedic Surgeon |hip&knee specialist |surgical.innovator |past RCSEd council member,"Edinburgh, Scotland"
68180,588351049,Surgical Educator. General and Colorectal Surgeon. NIHR ACL Medical Education,"Leeds, England"
68211,170633394,Director of Clinical Strategy @System_C. Hospital Doctor & Surgeon by background. Software Developer. Founder of CareflowConnect.,UK
68235,145015934,"Consultant Surgeon |\nPeritoneal & Complex Colorectal Oncology\n@ The Christie, Manchester\n\nBritish Medical Football Team Masters |\nMUFC STH |\nLCCC Life Member","Manchester, England"
68245,40440278,"Son/bro/husb/dad/grandad, Pancreatic Surgeon, Exec Head, School of Medical & Health Sciences, Bangor University. DIYer. Boro/Yankees/Munster fan. Views=own.","Bangor, Wales"
68266,63268408,MD FRCS; Retired Professor of Surgery and Paediatric surgeon;,United Kingdom
68272,389086077,Surgeon | Views - by definition - are my own,"Nottingham, England"
68323,1376194705592049669,FY1 | @rcsnews Future Surgeons Forum Rep | @SFO_ENTUK SoMe lead | @nsts_ed Rep | UoN GEM | UEA Biomed | Prev @ogilvy |📍Notts ~ London | Interested in ENT 👃,"Nottingham, England"
68350,25012852,"Children’s Ear Nose & Throat Surgeon , amateur decorator & novice photographer. Tolerated by 4 cats. Opinions are my own ( or the cats’)","Sheffield, England"
68355,1182922395822313472,Consultant ENT Surgeon     Sheffield Children’s Hospital                  Network Lead Children’s Surgery & Anaesthesia SY&B,"Sheffield, England"
68451,3137485110,Consultant ENT Surgeon\n@SFO_ENTUK,UK
68493,41569391,From Bolton. Live in Cornwall. Over thinker. Regretful. Socialist. Sometimes have to sleep in my wellies. But mainly just miss my brother... #MDANT,England
68503,1250833341982490626,"Education -Advocate & Doctor From @ Jilin University, Southern Medical University, Guangzhou, CHINA @ Orthopedic trauma MS- Surgeon degree.","Lincoln,England"
68511,1002607100269383681,Consultant ENT Surgeon #Neurotology #Auditory Implants #Lateral Skull Base surgery Nottingham University Hospitals NHS Trust,"Nottingham, England"
68512,951161013205962754,"Associate Professor, ENT Head and Neck Surgeon, Oxford. Views my own.","England, United Kingdom"
68527,703690000966279173,Consultant Paediatric ENT Surgeon. Associate DME @NHSLothianMEDEd. Nor’n Iron adopted Scot in Edinburgh.,"Edinburgh, Scotland"
68541,280110329,"MD, MSc Public Health, Radiology resident. Interests: Radiology, Public Health, cancer screening.","London, England"
68547,967327077946085377,"Consultant ENT Surgeon / ENT Training Director for East Midlands, Honorary Assistant Professor, University of Nottingham & Nottingham University Hospitals","East Midlands, England"
68551,1235657081061072896,Consultant Hand and Plastic Surgeon in Leeds.  @leedsplexus #plasticsurgery #microsurgery #handsurgery #brachialplexus #reconstructivesurgery #congenitalhand,"Leeds, England"
68573,858333111528108032,Consultant Ear Nose and Throat and Thyroid Surgeon. Special interest in sialendoscopy,"Wirral, UK"
68588,3160432670,"Consultant ENT Surgeon, UK FRCS (ORL-HNS), PhD, MSc (Med Edu)","Birmingham, England"
68590,3743192655,Consultant ENT Surgeon in Kettering. Interested in all medicine and pharmacy related.,United Kingdom
68643,1107667775852556288,"👨‍⚕️ Founded by UK Surgeons 📚 DOHNS & MRCS Notes, MedStudent Guide. JOIN WHATSAAP GROUP VIA LINK BELOW  #ENT #Doctor #Otolaryngology #Surgeon #medicalstudent","London, England"
68659,799243682910240768,"Consultant Paediatric Otolaryngologist MD FRCS (ORL-HNS). \nStanding Scientific Committee, European Society of Pediatric Otorhinolaryngology (ESPO)","Manchester, England"
68661,1077087453465456641,ENT and Facial Plastic Surgeon,"Barnet, London"
68670,3259760644,Mark Farndon - Specialist Lower Limb Orthopaedic Surgeon. Foot / ankle / knee conditions & sports injuries. HDFT / Duchy HG2 0HF / Nuffield LS1 3EX,"Harrogate, England"
